Date,AAPL,negative,neutral,positive,AAPL_target
2009-04-27 15:30:00,4.4532,0.0,0.0,1.0,4.4468
2009-04-29 09:30:00,4.4389,0.0,1.0,0.0,4.4446
2009-05-22 14:30:00,4.4,0.0,0.0,1.0,4.3786
2009-06-01 11:30:00,4.9517,1.0,0.0,0.0,4.9454
2009-06-02 14:30:00,4.989,0.73,0.0,1.0,4.9682
2009-06-15 10:30:00,4.8446,0.0,1.0,0.0,4.8343
2009-06-16 14:30:00,4.8936,0.0,1.0,0.0,4.9029
2009-07-07 12:30:00,4.8593,0.0,1.0,0.0,4.8725
2009-07-08 13:30:00,4.8657,0.0,1.0,0.0,4.8246
2009-07-10 10:30:00,4.9436,0.78,0.0,0.0,4.9107
2009-07-15 15:30:00,5.2435,0.0,1.0,0.0,5.2345
2009-07-17 15:30:00,5.3961,1.0,0.0,0.0,5.3975
2009-07-21 15:30:00,5.4029,0.0,0.0,1.0,5.365
2009-07-24 14:30:00,5.6894,0.0,1.0,0.0,5.7129
2009-07-27 09:30:00,5.7175,0.0,0.8466666666666667,0.0,5.6979
2009-07-27 10:30:00,5.6479,0.995,0.0,0.97,5.7175
2009-07-27 11:30:00,5.6904,1.0,1.0,1.0,5.6479
2009-07-27 12:30:00,5.6825,0.0,1.0,0.0,5.6904
2009-07-27 13:30:00,5.6779,1.0,0.99,0.0,5.6825
2009-07-27 14:30:00,5.6979,1.0,0.87,1.0,5.6779
2009-08-03 13:30:00,5.925,0.0,1.0,0.0,5.9232
2009-08-06 10:30:00,5.8707,0.0,1.0,0.0,5.9403
2009-08-06 15:30:00,5.8654,0.0,1.0,1.0,5.8586
2009-08-07 09:30:00,5.9204,0.0,1.0,0.0,5.8654
2009-08-07 10:30:00,5.9143,1.0,1.0,1.0,5.9204
2009-08-07 11:30:00,5.9357,0.0,1.0,0.0,5.9143
2009-08-07 12:30:00,5.9419,0.0,1.0,0.0,5.9357
2009-08-07 13:30:00,5.9371,0.0,1.0,1.0,5.9419
2009-08-07 14:30:00,5.9314,0.99,1.0,0.0,5.9371
2009-08-07 15:30:00,5.9304,0.995,1.0,0.0,5.9314
2009-08-10 09:30:00,5.9286,1.0,0.995,0.0,5.9304
2009-08-10 10:30:00,5.9225,0.0,1.0,0.98,5.9286
2009-08-10 11:30:00,5.89,0.98,1.0,0.0,5.9225
2009-08-10 12:30:00,5.8832,0.0,0.98,0.0,5.89
2009-08-10 13:30:00,5.8732,0.0,0.78,1.0,5.8832
2009-08-10 14:30:00,5.8556,0.0,0.975,1.0,5.8732
2009-08-10 15:30:00,5.8757,0.0,1.0,0.0,5.8556
2009-08-12 10:30:00,5.9089,1.0,1.0,1.0,5.8346
2009-08-12 11:30:00,5.9239,0.0,0.9633333333333334,0.0,5.9089
2009-08-12 12:30:00,5.9168,1.0,1.0,0.0,5.9239
2009-08-12 13:30:00,5.9175,1.0,0.995,0.0,5.9168
2009-08-12 14:30:00,5.8989,0.99,1.0,0.52,5.9175
2009-08-12 15:30:00,5.9407,0.0,1.0,1.0,5.8989
2009-08-13 09:30:00,5.9921,0.0,1.0,0.0,5.9407
2009-08-13 10:30:00,5.9804,0.0,0.97,0.995,5.9921
2009-08-13 11:30:00,6.0036,1.0,1.0,0.0,5.9804
2009-08-13 12:30:00,6.0025,1.0,1.0,1.0,6.0036
2009-08-13 13:30:00,5.9971,0.0,0.0,0.94,6.0025
2009-08-13 14:30:00,5.9796,0.0,1.0,0.98,5.9971
2009-08-13 15:30:00,5.9996,0.0,1.0,1.0,5.9796
2009-08-14 09:30:00,5.9952,0.0,1.0,0.0,5.9996
2009-08-14 10:30:00,5.9386,0.935,0.83,0.0,5.9952
2009-08-14 11:30:00,5.9193,0.0,0.9866666666666668,0.0,5.9386
2009-08-14 12:30:00,5.9147,0.0,1.0,0.62,5.9193
2009-08-14 13:30:00,5.9225,0.0,1.0,0.63,5.9147
2009-08-14 14:30:00,5.9304,1.0,1.0,0.0,5.9225
2009-08-14 15:30:00,5.9258,1.0,1.0,0.0,5.9304
2009-08-17 09:30:00,5.7975,0.0,1.0,1.0,5.9258
2009-08-17 10:30:00,5.7991,1.0,1.0,1.0,5.7975
2009-08-17 11:30:00,5.7886,1.0,1.0,0.0,5.7991
2009-08-17 12:30:00,5.7807,1.0,1.0,0.0,5.7886
2009-08-17 13:30:00,5.7563,0.0,1.0,0.0,5.7807
2009-08-17 14:30:00,5.747,0.0,1.0,1.0,5.7563
2009-08-17 15:30:00,5.7107,0.0,1.0,1.0,5.747
2009-08-18 09:30:00,5.784,0.0,1.0,1.0,5.7107
2009-08-18 10:30:00,5.8046,0.0,1.0,1.0,5.784
2009-08-18 11:30:00,5.8179,0.0,1.0,0.0,5.8046
2009-08-18 12:30:00,5.8329,0.0,1.0,1.0,5.8179
2009-08-18 13:30:00,5.8332,1.0,1.0,1.0,5.8329
2009-08-18 14:30:00,5.8371,0.99,0.945,0.0,5.8332
2009-08-18 15:30:00,5.8596,0.99,1.0,1.0,5.8371
2009-08-21 11:30:00,6.0246,0.0,1.0,1.0,6.0229
2009-08-21 13:30:00,6.0146,0.0,1.0,0.0,6.0251
2009-08-24 10:30:00,6.086,0.0,0.0,1.0,6.0696
2009-08-24 11:30:00,6.0804,0.0,1.0,1.0,6.086
2009-08-24 14:30:00,6.0489,1.0,1.0,0.0,6.0418
2009-08-24 15:30:00,6.0484,0.0,1.0,0.0,6.0489
2009-08-25 09:30:00,6.0661,0.0,0.96,1.0,6.0484
2009-08-25 10:30:00,6.0639,0.0,0.8333333333333334,0.0,6.0661
2009-08-25 11:30:00,6.0843,0.0,1.0,0.0,6.0639
2009-08-25 13:30:00,6.0568,0.0,0.0,0.89,6.0846
2009-08-26 09:30:00,6.0412,1.0,0.975,0.0,6.0504
2009-08-26 10:30:00,6.0393,0.0,1.0,0.99,6.0412
2009-08-26 11:30:00,5.9764,0.0,1.0,0.0,6.0393
2009-08-26 12:30:00,5.9775,0.0,1.0,0.0,5.9764
2009-08-27 09:30:00,5.9654,0.0,1.0,1.0,5.9744
2009-08-27 10:30:00,5.9158,0.0,0.995,1.0,5.9654
2009-08-27 11:30:00,5.9321,0.0,1.0,0.0,5.9158
2009-08-27 13:30:00,5.9918,0.0,1.0,0.995,5.9482
2009-08-27 15:30:00,6.0196,1.0,0.0,0.8049999999999999,6.0489
2009-08-28 09:30:00,6.1439,0.0,1.0,1.0,6.0196
2009-08-28 10:30:00,6.0679,0.0,1.0,1.0,6.1439
2009-08-28 11:30:00,6.0886,0.99,1.0,0.0,6.0679
2009-08-28 12:30:00,6.04,0.97,0.0,0.0,6.0886
2009-08-28 15:30:00,6.0768,0.0,1.0,0.99,6.0589
2009-08-31 09:30:00,6.0082,0.62,1.0,0.0,6.0768
2009-08-31 12:30:00,6.0054,0.0,1.0,0.0,5.9882
2009-09-01 09:30:00,6.0386,1.0,1.0,0.97,5.9957
2009-09-01 10:30:00,6.0643,0.0,0.9933333333333332,0.0,6.0386
2009-09-01 13:30:00,5.9164,0.0,1.0,0.0,5.9551
2009-09-01 14:30:00,5.9536,0.0,1.0,0.0,5.9164
2009-09-01 15:30:00,5.9243,0.0,0.9833333333333334,0.0,5.9536
2009-09-02 09:30:00,5.8917,0.0,1.0,0.0,5.9243
2009-09-02 10:30:00,5.9464,0.0,1.0,0.0,5.8917
2009-09-02 11:30:00,5.9614,0.0,0.96,0.0,5.9464
2009-09-02 12:30:00,5.9551,0.0,0.8999999999999999,1.0,5.9614
2009-09-02 15:30:00,5.9307,0.99,1.0,0.0,5.9321
2009-09-03 09:30:00,5.9337,0.0,1.0,0.0,5.9307
2009-09-03 10:30:00,5.9221,1.0,0.99,0.0,5.9337
2009-09-03 11:30:00,5.9507,0.0,1.0,0.0,5.9221
2009-09-03 12:30:00,5.9524,0.0,1.0,0.0,5.9507
2009-09-03 14:30:00,5.9375,1.0,0.8,0.0,5.9593
2009-09-03 15:30:00,5.9411,0.0,1.0,0.0,5.9375
2009-09-04 09:30:00,5.9975,1.0,1.0,1.0,5.9411
2009-09-04 10:30:00,6.0268,0.0,1.0,1.0,5.9975
2009-09-04 11:30:00,6.0421,1.0,1.0,0.0,6.0268
2009-09-04 12:30:00,6.0786,0.0,1.0,0.95,6.0421
2009-09-04 14:30:00,6.0586,0.0,1.0,0.0,6.0826
2009-09-08 09:30:00,6.1729,0.0,1.0,1.0,6.0714
2009-09-08 10:30:00,6.1668,1.0,0.995,0.0,6.1729
2009-09-08 13:30:00,6.1561,0.0,1.0,1.0,6.1536
2009-09-08 14:30:00,6.1625,0.99,1.0,0.0,6.1561
2009-09-08 15:30:00,6.1643,0.0,1.0,0.76,6.1625
2009-09-09 09:30:00,6.1375,0.0,0.98,0.69,6.1643
2009-09-09 10:30:00,6.1636,0.0,0.9433333333333334,0.0,6.1375
2009-09-09 11:30:00,6.1771,0.0,0.99,0.0,6.1636
2009-09-09 12:30:00,6.2014,1.0,1.0,1.0,6.1771
2009-09-09 15:30:00,6.1046,0.68,1.0,0.0,6.1037
2009-09-10 09:30:00,6.1621,0.91,1.0,0.0,6.1046
2009-09-10 10:30:00,6.115,1.0,1.0,0.0,6.1621
2009-09-10 11:30:00,6.1182,0.0,0.0,0.9933333333333332,6.115
2009-09-10 12:30:00,6.1254,1.0,0.99,0.99,6.1182
2009-09-10 13:30:00,6.1121,0.99,1.0,0.49,6.1254
2009-09-10 14:30:00,6.1554,0.99,1.0,1.0,6.1121
2009-09-11 09:30:00,6.1332,0.0,1.0,0.0,6.1581
2009-09-11 10:30:00,6.1589,1.0,1.0,0.94,6.1332
2009-09-11 11:30:00,6.1504,1.0,1.0,0.0,6.1589
2009-09-11 12:30:00,6.1234,1.0,1.0,0.99,6.1504
2009-09-11 14:30:00,6.1479,0.0,1.0,0.0,6.1386
2009-09-11 15:30:00,6.1436,1.0,0.0,1.0,6.1479
2009-09-14 10:30:00,6.1654,0.0,0.92,1.0,6.1189
2009-09-14 11:30:00,6.1736,0.835,0.0,1.0,6.1654
2009-09-14 12:30:00,6.1739,0.0,0.9866666666666668,0.0,6.1736
2009-09-14 13:30:00,6.1739,1.0,1.0,0.0,6.1739
2009-09-14 14:30:00,6.1868,0.0,0.87,0.0,6.1739
2009-09-15 09:30:00,6.2271,0.0,1.0,0.0,6.1832
2009-09-15 10:30:00,6.2346,1.0,1.0,1.0,6.2271
2009-09-15 11:30:00,6.2553,0.0,0.0,0.98,6.2346
2009-09-15 12:30:00,6.2707,0.0,1.0,1.0,6.2553
2009-09-15 13:30:00,6.2621,0.0,1.0,0.0,6.2707
2009-09-15 14:30:00,6.2554,1.0,1.0,0.99,6.2621
2009-09-15 15:30:00,6.2575,0.0,1.0,0.0,6.2554
2009-09-16 09:30:00,6.3726,1.0,1.0,0.81,6.2575
2009-09-16 10:30:00,6.4032,0.0,1.0,0.0,6.3726
2009-09-16 11:30:00,6.4514,1.0,0.0,1.0,6.4032
2009-09-16 12:30:00,6.4954,1.0,1.0,0.0,6.4514
2009-09-16 14:30:00,6.5043,0.0,0.0,0.52,6.4936
2009-09-16 15:30:00,6.4957,0.99,0.0,0.62,6.5043
2009-09-17 09:30:00,6.5186,0.0,0.0,1.0,6.4957
2009-09-17 11:30:00,6.6582,1.0,1.0,1.0,6.5871
2009-09-17 12:30:00,6.6257,0.0,0.9966666666666668,0.0,6.6582
2009-09-17 13:30:00,6.5989,0.0,1.0,0.0,6.6257
2009-09-17 14:30:00,6.6146,0.0,0.0,1.0,6.5989
2009-09-17 15:30:00,6.6107,0.0,1.0,1.0,6.6146
2009-09-18 09:30:00,6.6568,0.0,1.0,0.0,6.6107
2009-09-18 11:30:00,6.6218,0.0,1.0,1.0,6.6296
2009-09-18 12:30:00,6.6154,0.0,1.0,1.0,6.6218
2009-09-18 14:30:00,6.6121,0.0,1.0,0.0,6.6182
2009-09-18 15:30:00,6.6125,1.0,1.0,1.0,6.6121
2009-09-21 09:30:00,6.575,0.0,1.0,0.0,6.6125
2009-09-21 10:30:00,6.5186,0.0,1.0,0.0,6.575
2009-09-21 11:30:00,6.5479,0.0,0.9966666666666668,0.0,6.5186
2009-09-21 12:30:00,6.5547,0.0,1.0,1.0,6.5479
2009-09-21 13:30:00,6.5551,1.0,1.0,1.0,6.5547
2009-09-21 14:30:00,6.5496,0.0,1.0,0.0,6.5551
2009-09-21 15:30:00,6.5481,0.0,1.0,0.98,6.5496
2009-09-22 09:30:00,6.6011,0.0,0.0,1.0,6.5481
2009-09-22 10:30:00,6.5361,0.0,1.0,1.0,6.6011
2009-09-22 11:30:00,6.5807,0.0,0.98,1.0,6.5361
2009-09-22 12:30:00,6.5897,0.0,0.0,1.0,6.5807
2009-09-22 14:30:00,6.5784,0.0,0.0,0.92,6.5793
2009-09-22 15:30:00,6.5846,0.97,0.0,0.0,6.5784
2009-09-23 09:30:00,6.6154,0.0,1.0,0.86,6.5846
2009-09-23 10:30:00,6.6804,0.0,1.0,0.0,6.6154
2009-09-23 11:30:00,6.6811,0.0,1.0,1.0,6.6804
2009-09-23 12:30:00,6.7071,0.0,1.0,1.0,6.6811
2009-09-23 13:30:00,6.7053,0.0,1.0,0.99,6.7071
2009-09-24 09:30:00,6.6996,0.0,0.0,1.0,6.6689
2009-09-24 10:30:00,6.5545,0.0,1.0,0.0,6.6996
2009-09-24 11:30:00,6.5823,0.0,1.0,0.97,6.5545
2009-09-24 12:30:00,6.5561,0.0,1.0,0.0,6.5823
2009-09-25 10:30:00,6.5904,0.0,0.94,0.0,6.55
2009-09-25 11:30:00,6.5595,1.0,0.0,0.0,6.5904
2009-09-25 12:30:00,6.5268,0.0,1.0,1.0,6.5595
2009-09-25 13:30:00,6.5314,0.0,1.0,0.68,6.5268
2009-09-25 14:30:00,6.5518,0.0,0.0,1.0,6.5314
2009-09-28 10:30:00,6.6,0.97,1.0,0.98,6.5761
2009-09-28 11:30:00,6.6393,0.95,0.0,1.0,6.6
2009-09-28 12:30:00,6.6539,1.0,1.0,0.0,6.6393
2009-09-28 13:30:00,6.6557,0.0,0.995,1.0,6.6539
2009-09-28 14:30:00,6.6436,0.995,1.0,0.0,6.6557
2009-09-29 10:30:00,6.6246,0.0,1.0,0.0,6.6514
2009-09-29 11:30:00,6.6129,0.99,0.97,1.0,6.6246
2009-09-29 13:30:00,6.6285,0.71,0.68,1.0,6.5995
2009-09-29 14:30:00,6.6118,0.0,1.0,0.0,6.6285
2009-09-29 15:30:00,6.6171,0.0,0.99,0.0,6.6118
2009-09-30 10:30:00,6.5543,0.0,1.0,0.99,6.6282
2009-09-30 11:30:00,6.5907,0.0,0.0,1.0,6.5543
2009-09-30 12:30:00,6.6125,0.0,1.0,1.0,6.5907
2009-09-30 13:30:00,6.6321,0.0,1.0,1.0,6.6125
2009-10-01 09:30:00,6.6293,0.0,1.0,1.0,6.6161
2009-10-01 10:30:00,6.5821,0.0,0.0,0.98,6.6293
2009-10-01 11:30:00,6.5211,0.0,0.985,1.0,6.5821
2009-10-01 12:30:00,6.5613,0.92,1.0,1.0,6.5211
2009-10-02 09:30:00,6.5143,0.0,1.0,0.0,6.5214
2009-10-02 10:30:00,6.6079,0.0,1.0,0.0,6.5143
2009-10-02 11:30:00,6.6064,0.0,1.0,0.8899999999999999,6.6079
2009-10-02 12:30:00,6.6214,0.0,1.0,0.0,6.6064
2009-10-02 13:30:00,6.6154,0.0,0.0,1.0,6.6214
2009-10-02 15:30:00,6.6293,0.0,1.0,1.0,6.6279
2009-10-05 09:30:00,6.6432,0.95,1.0,0.0,6.6293
2009-10-05 10:30:00,6.6204,0.0,1.0,0.0,6.6432
2009-10-05 11:30:00,6.6364,0.0,1.0,0.0,6.6204
2009-10-05 12:30:00,6.6507,0.0,1.0,0.86,6.6364
2009-10-05 13:30:00,6.6471,1.0,0.0,1.0,6.6507
2009-10-05 15:30:00,6.647,0.0,1.0,1.0,6.6561
2009-10-06 09:30:00,6.7211,0.0,1.0,1.0,6.647
2009-10-06 10:30:00,6.7386,0.0,0.0,1.0,6.7211
2009-10-06 12:30:00,6.7689,0.0,1.0,1.0,6.764
2009-10-06 13:30:00,6.7586,0.79,0.0,0.0,6.7689
2009-10-06 14:30:00,6.7121,1.0,1.0,0.0,6.7586
2009-10-06 15:30:00,6.7532,0.0,1.0,0.0,6.7121
2009-10-07 10:30:00,6.7714,0.0,1.0,0.0,6.7857
2009-10-07 11:30:00,6.7711,0.99,0.935,0.0,6.7714
2009-10-07 12:30:00,6.7721,0.0,1.0,1.0,6.7711
2009-10-07 14:30:00,6.7664,0.0,0.0,1.0,6.7736
2009-10-07 15:30:00,6.7836,1.0,0.0,0.0,6.7664
2009-10-08 09:30:00,6.8132,1.0,1.0,0.99,6.7836
2009-10-08 10:30:00,6.8025,0.0,1.0,0.0,6.8132
2009-10-08 11:30:00,6.8296,0.0,1.0,1.0,6.8025
2009-10-08 12:30:00,6.8218,1.0,0.905,0.0,6.8296
2009-10-08 13:30:00,6.7961,0.0,0.99,1.0,6.8218
2009-10-08 14:30:00,6.7789,0.99,0.0,0.97,6.7961
2009-10-08 15:30:00,6.7689,1.0,1.0,1.0,6.7789
2009-10-09 09:30:00,6.7732,0.0,0.0,1.0,6.7689
2009-10-09 11:30:00,6.7882,0.0,1.0,0.0,6.8
2009-10-09 12:30:00,6.7714,0.0,1.0,1.0,6.7882
2009-10-09 15:30:00,6.7871,0.0,1.0,0.0,6.7839
2009-10-12 09:30:00,6.8214,0.0,1.0,0.0,6.7871
2009-10-12 11:30:00,6.8214,0.0,1.0,1.0,6.816
2009-10-12 12:30:00,6.8082,1.0,1.0,1.0,6.8214
2009-10-12 14:30:00,6.7879,0.75,1.0,0.99,6.8111
2009-10-12 15:30:00,6.7973,0.0,1.0,0.0,6.7879
2009-10-13 09:30:00,6.8214,0.0,1.0,0.0,6.7973
2009-10-13 10:30:00,6.7975,0.0,1.0,0.0,6.8214
2009-10-13 11:30:00,6.7932,0.0,1.0,0.0,6.7975
2009-10-13 12:30:00,6.7975,0.0,1.0,1.0,6.7932
2009-10-13 13:30:00,6.7861,0.0,1.0,1.0,6.7975
2009-10-13 15:30:00,6.7961,1.0,0.0,1.0,6.788
2009-10-14 09:30:00,6.85,1.0,0.62,1.0,6.7961
2009-10-14 10:30:00,6.8375,1.0,0.0,0.0,6.85
2009-10-14 11:30:00,6.8462,0.0,1.0,1.0,6.8375
2009-10-14 12:30:00,6.8275,0.0,1.0,0.0,6.8462
2009-10-14 13:30:00,6.8244,0.0,0.0,1.0,6.8275
2009-10-14 14:30:00,6.8207,0.0,0.0,1.0,6.8244
2009-10-15 09:30:00,6.7829,0.0,1.0,0.74,6.8354
2009-10-15 10:30:00,6.8111,0.0,1.0,0.99,6.7829
2009-10-15 11:30:00,6.7925,0.98,0.0,0.96,6.8111
2009-10-15 13:30:00,6.7854,0.85,0.0,1.0,6.7939
2009-10-16 09:30:00,6.7368,0.0,1.0,0.0,6.7848
2009-10-16 11:30:00,6.7393,1.0,0.0,0.0,6.7593
2009-10-19 09:30:00,6.6639,0.0,0.99,1.0,6.7541
2009-10-19 10:30:00,6.6618,0.0,0.9766666666666668,0.0,6.6639
2009-10-19 11:30:00,6.6984,0.0,1.0,0.0,6.6618
2009-10-19 12:30:00,6.7411,0.0,0.0,0.815,6.6984
2009-10-19 13:30:00,6.7525,0.0,1.0,0.0,6.7411
2009-10-19 14:30:00,6.6971,0.99,1.0,0.0,6.7525
2009-10-19 15:30:00,6.7314,0.0,0.95,0.96,6.6971
2009-10-20 09:30:00,7.1946,0.0,1.0,1.0,6.7314
2009-10-20 10:30:00,7.1014,0.0,1.0,1.0,7.1946
2009-10-20 11:30:00,7.1335,0.0,1.0,1.0,7.1014
2009-10-20 12:30:00,7.0998,0.0,1.0,0.0,7.1335
2009-10-20 13:30:00,7.105,0.0,0.0,0.96,7.0998
2009-10-20 14:30:00,7.1199,0.0,1.0,0.98,7.105
2009-10-20 15:30:00,7.1086,0.0,0.98,0.0,7.1199
2009-10-21 09:30:00,7.1475,1.0,1.0,1.0,7.1086
2009-10-21 10:30:00,7.2932,0.0,0.9866666666666668,0.0,7.1475
2009-10-21 11:30:00,7.3445,0.0,1.0,1.0,7.2932
2009-10-21 12:30:00,7.3196,0.0,1.0,0.0,7.3445
2009-10-21 13:30:00,7.3775,1.0,1.0,1.0,7.3196
2009-10-21 14:30:00,7.4,0.0,1.0,0.0,7.3775
2009-10-21 15:30:00,7.3393,0.95,0.815,0.0,7.4
2009-10-22 09:30:00,7.3675,0.72,1.0,0.95,7.3393
2009-10-22 10:30:00,7.3182,0.99,0.98,0.0,7.3675
2009-10-22 12:30:00,7.2964,0.0,1.0,1.0,7.3179
2009-10-22 14:30:00,7.3004,0.0,1.0,0.8200000000000001,7.2896
2009-10-23 09:30:00,7.3289,0.0,0.0,0.99,7.3346
2009-10-23 10:30:00,7.3214,0.0,1.0,0.0,7.3289
2009-10-23 11:30:00,7.2811,1.0,1.0,0.0,7.3214
2009-10-23 12:30:00,7.2875,0.0,0.98,0.61,7.2811
2009-10-23 13:30:00,7.2743,0.99,1.0,0.0,7.2875
2009-10-23 14:30:00,7.2957,1.0,1.0,0.0,7.2743
2009-10-26 09:30:00,7.3372,0.0,1.0,1.0,7.2696
2009-10-26 10:30:00,7.3529,0.0,1.0,1.0,7.3372
2009-10-26 11:30:00,7.3104,0.97,0.99,0.0,7.3529
2009-10-26 12:30:00,7.2357,0.0,1.0,1.0,7.3104
2009-10-26 13:30:00,7.2279,0.99,1.0,0.0,7.2357
2009-10-26 14:30:00,7.2289,0.99,0.985,0.0,7.2279
2009-10-26 15:30:00,7.232,0.0,0.98,0.0,7.2289
2009-10-27 09:30:00,7.2121,0.995,0.67,0.0,7.232
2009-10-27 10:30:00,7.1263,0.89,1.0,1.0,7.2121
2009-10-27 11:30:00,7.1167,0.0,1.0,0.0,7.1263
2009-10-27 12:30:00,7.1111,0.0,1.0,1.0,7.1167
2009-10-27 13:30:00,7.0418,0.68,1.0,1.0,7.1111
2009-10-27 14:30:00,7.0468,0.91,1.0,1.0,7.0418
2009-10-27 15:30:00,7.0461,0.0,1.0,1.0,7.0468
2009-10-28 09:30:00,7.0311,0.0,0.705,1.0,7.0461
2009-10-28 10:30:00,7.0179,0.0,1.0,0.0,7.0311
2009-10-28 11:30:00,6.9436,0.99,1.0,0.0,7.0179
2009-10-28 12:30:00,6.9321,0.0,0.0,0.995,6.9436
2009-10-28 13:30:00,6.933,0.0,0.7849999999999999,0.99,6.9321
2009-10-28 14:30:00,6.9011,0.0,0.68,0.0,6.933
2009-10-28 15:30:00,6.8554,0.0,0.0,1.0,6.9011
2009-10-29 10:30:00,6.9575,0.0,0.9266666666666667,0.0,6.9168
2009-10-29 11:30:00,6.9854,0.68,1.0,0.0,6.9575
2009-10-29 12:30:00,6.9843,1.0,0.0,0.0,6.9854
2009-10-29 13:30:00,6.96,0.0,1.0,0.99,6.9843
2009-10-29 14:30:00,6.9825,0.0,1.0,1.0,6.96
2009-10-29 15:30:00,7.01,0.0,1.0,0.0,6.9825
2009-10-30 09:30:00,7.0161,0.99,0.995,0.0,7.01
2009-10-30 10:30:00,6.9596,0.0,1.0,0.0,7.0161
2009-10-30 11:30:00,6.9232,0.0,1.0,0.0,6.9596
2009-10-30 12:30:00,6.8171,0.0,0.98,0.55,6.9232
2009-10-30 13:30:00,6.746,0.98,0.995,0.0,6.8171
2009-10-30 14:30:00,6.7879,0.0,0.53,0.975,6.746
2009-10-30 15:30:00,6.7854,0.0,1.0,0.0,6.7879
2009-11-02 09:30:00,6.7771,1.0,1.0,0.0,6.7854
2009-11-02 10:30:00,6.8514,0.95,1.0,1.0,6.7771
2009-11-02 11:30:00,6.8186,0.0,1.0,1.0,6.8514
2009-11-02 12:30:00,6.7601,0.0,0.98,0.98,6.8186
2009-11-02 13:30:00,6.7532,0.0,1.0,0.0,6.7601
2009-11-02 14:30:00,6.7564,0.0,0.86,1.0,6.7532
2009-11-02 15:30:00,6.7521,0.0,1.0,0.0,6.7564
2009-11-03 09:30:00,6.7157,1.0,1.0,0.0,6.7521
2009-11-03 10:30:00,6.7246,0.97,0.98,0.0,6.7157
2009-11-03 11:30:00,6.7129,1.0,0.7,1.0,6.7246
2009-11-03 12:30:00,6.6961,1.0,0.0,1.0,6.7129
2009-11-03 13:30:00,6.7179,0.52,1.0,0.0,6.6961
2009-11-03 15:30:00,6.7436,0.995,0.86,0.0,6.7186
2009-11-04 09:30:00,6.8295,1.0,1.0,1.0,6.7436
2009-11-04 10:30:00,6.8671,0.99,1.0,0.6,6.8295
2009-11-04 11:30:00,6.9018,1.0,0.88,0.0,6.8671
2009-11-04 12:30:00,6.8832,0.0,0.985,1.0,6.9018
2009-11-04 13:30:00,6.8732,0.0,0.99,0.0,6.8832
2009-11-04 14:30:00,6.8877,1.0,0.84,0.0,6.8732
2009-11-04 15:30:00,6.8568,0.0,0.9833333333333334,0.0,6.8877
2009-11-05 09:30:00,6.8829,0.0,1.0,1.0,6.8568
2009-11-05 10:30:00,6.9443,0.0,1.0,0.0,6.8829
2009-11-05 11:30:00,6.925,0.0,0.905,1.0,6.9443
2009-11-05 12:30:00,6.9286,1.0,1.0,0.0,6.925
2009-11-05 13:30:00,6.9196,0.0,0.0,1.0,6.9286
2009-11-05 14:30:00,6.9307,0.0,1.0,1.0,6.9196
2009-11-05 15:30:00,6.9107,0.0,1.0,0.0,6.9307
2009-11-06 09:30:00,6.9096,1.0,1.0,0.0,6.9107
2009-11-06 10:30:00,6.9075,1.0,1.0,0.99,6.9096
2009-11-06 11:30:00,6.9271,0.0,0.995,0.97,6.9075
2009-11-06 12:30:00,6.935,0.0,1.0,1.0,6.9271
2009-11-06 13:30:00,6.9346,0.87,0.62,0.0,6.935
2009-11-06 14:30:00,6.9254,0.0,1.0,0.0,6.9346
2009-11-06 15:30:00,6.9354,0.0,1.0,0.0,6.9254
2009-11-09 09:30:00,7.0171,0.0,1.0,0.0,6.9354
2009-11-09 10:30:00,7.1021,0.0,0.89,1.0,7.0171
2009-11-09 11:30:00,7.1175,0.0,0.9966666666666668,0.0,7.1021
2009-11-09 12:30:00,7.125,0.97,1.0,0.0,7.1175
2009-11-09 13:30:00,7.1497,1.0,1.0,0.0,7.125
2009-11-09 14:30:00,7.1604,0.0,1.0,1.0,7.1497
2009-11-09 15:30:00,7.1739,0.0,0.91,1.0,7.1604
2009-11-10 09:30:00,7.24,1.0,1.0,0.0,7.1739
2009-11-10 10:30:00,7.2571,1.0,1.0,0.96,7.24
2009-11-10 11:30:00,7.1854,0.975,1.0,0.0,7.2571
2009-11-10 12:30:00,7.193,0.0,1.0,0.0,7.1854
2009-11-10 13:30:00,7.2389,0.0,1.0,0.0,7.193
2009-11-10 14:30:00,7.2564,0.0,1.0,1.0,7.2389
2009-11-10 15:30:00,7.245,0.0,1.0,0.65,7.2564
2009-11-11 09:30:00,7.3111,0.995,0.0,0.86,7.245
2009-11-11 10:30:00,7.2993,0.91,0.0,1.0,7.3111
2009-11-11 11:30:00,7.2889,1.0,1.0,0.0,7.2993
2009-11-11 12:30:00,7.2857,0.0,1.0,1.0,7.2889
2009-11-11 13:30:00,7.2511,0.985,1.0,0.0,7.2857
2009-11-11 14:30:00,7.2639,0.0,1.0,0.87,7.2511
2009-11-11 15:30:00,7.2589,0.0,0.0,1.0,7.2639
2009-11-12 09:30:00,7.2846,0.0,1.0,0.0,7.2589
2009-11-12 10:30:00,7.3025,1.0,0.71,1.0,7.2846
2009-11-12 11:30:00,7.2618,0.0,1.0,0.96,7.3025
2009-11-12 12:30:00,7.2548,0.0,1.0,0.905,7.2618
2009-11-12 13:30:00,7.2607,0.0,0.9866666666666668,0.0,7.2548
2009-11-12 14:30:00,7.2712,0.0,0.995,1.0,7.2607
